country,countrynr,year,pnoinsur,popu1564,pcovratp,ptakeupn,popu65ab,popuabpa,pturat65,pturatpa,prefrper,pcontper,pinceil,pmeantst,presitst,pfininsr,pfinstat,pfinempr,pfinothr,pbenmins,pbenstws,pbenfuls,pbenmaxs,pbeminco,pbestwco,pbefulco,pbemaxco,pbeaverp,gapwyear,pratmins,pratstws,pratfuls,pratmaxs,prtminco,prtstwco,prtfulco,prtmaxco,prtaverp,unoinsur,ulabforc,employes,ucovratl,ucovrate,uwaiting,uduratio,urefrper,ucontper,uinceil,umeantst,ufininsr,ufinstat,ufinempr,ufinothr,ubestw1s,ubesw26s,ubenmins,ubenfuls,ubenmaxs,ubestw1f,ubesw26f,ubenminf,ubenfulf,ubenmaxf,ugapweek,urtstw1s,urtsw26s,uratmins,uratfuls,uratmaxs,urtstw1f,urtsw26f,uratminf,uratfulf,uratmaxf,snoinsur,slabforc,spop1564,scovratl,scovratp,swaiting,sduratio,srefrper,scontper,sinceil,smeantst,sfininsr,sfinstat,sfinempr,sfinothr,sbestw1s,sbesw26s,sbenmins,sbenfuls,sbenmaxs,sbestw1f,sbesw26f,sbenminf,sbenfulf,sbenmaxf,sgapweek,srtstw1s,srtsw26s,sratmins,sratfuls,sratmaxs,srtstw1f,srtsw26f,sratminf,sratfulf,sratmaxf,anoinsur,alabforc,acovratl,awaiting,aduratio,arefrper,acontper,ainceil,ameantst,afininsr,afinstat,afinempr,afinothr,abestw1s,abesw26s,abenmins,abenfuls,abenmaxs,abestw1f,abesw26f,abenminf,abenfulf,abenmaxf,agapweek,artstw1s,artsw26s,aratmins,aratfuls,aratmaxs,artstw1f,artsw26f,aratminf,aratfulf,aratmaxf,unmsinet,unmfanet,sicsinet,sicfanet,accsinet,accfanet,netapwsi,netapwfa,netapwco,pminnesi,pstwnesi,pfulnesi,pmaxnesi,pminneco,pstwneco,pfulneco,pmaxneco,gapw26wy,n26apwsi,n26apwfa,napweksi,napwekfa,pnermisi,pnerswsi,pnerfusi,pnermxsi,pnermico,pnerswco,pnerfuco,pnermxco,u1stners,u1stnerf,s1stners,s1stnerf,a1stners,a1stnerf,uzrr26si,uzrr26fa,szrr26si,szrr26fa,azrr26si,azrr26fa,px2indst,uz4ind,sz4ind,az4ind,uz2inds,sz2inds,az2inds,uz2indf,sz2indf,az2indf
EST,233,2005,925,925,1.00,295,225,286,1.31,1.00,50,15,0,0,1,0.00,0.00,0.00,0.00,11880.00,29091.14,34230.74,0.00,23760.00,40971.14,46110.74,0.00,30690.00,90312.00,0.13,0.32,0.38,0.00,0.26,0.45,0.51,0.00,0.00,547,669,547,0.82,1.00,7,51,104,52,0,0,0.00,0.00,0.00,0.00,866.01,787.97,289.33,787.97,2302.07,866.01,787.97,289.33,787.97,2302.07,1736.77,0.50,0.45,0.17,0.45,1.33,0.50,0.45,0.17,0.45,1.33,618,669,925,0.92,0.67,1,26,2,2,0,0,0.00,0.00,0.00,0.00,1389.42,1389.42,0.00,1389.42,0.00,1389.42,1389.42,0.00,1389.42,0.00,1736.77,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,547,669,0.82,1,26,0,0,0,0,0.00,0.00,0.00,0.00,1736.77,1736.77,0.00,1736.77,0.00,1736.77,1736.77,0.00,1736.77,0.00,1736.77,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,54441.66,66537.66,66326.22,78422.22,73189.93,85285.93,72846.75,84942.75,72846.75,11880.00,29091.14,34230.74,0.00,23760.00,40971.14,46110.74,0.00,90312.00,38871.37,50967.37,1400.90,1633.51,0.16,0.40,0.47,0.00,0.33,0.56,0.63,0.00,0.50,0.50,0.80,0.80,1.00,1.00,0.46,0.46,0.81,0.81,1.01,1.01,0.48,0.48,0.80,1.00,0.48,0.80,1.00,0.48,0.80,1.00
EST,233,2010,899,899,1.00,292,232,277,1.26,1.00,50,15,0,0,1,0.00,0.00,0.00,0.00,24105.60,51446.37,59599.17,0.00,48211.20,75551.97,83704.77,0.00,57172.68,141111.00,0.17,0.36,0.42,0.00,0.34,0.54,0.59,0.00,0.00,502,682,502,0.74,1.00,7,51,156,52,0,0,0.00,0.00,0.00,0.00,1353.12,1231.19,507.50,1231.19,3906.55,1353.12,1231.19,507.50,1231.19,3906.55,2713.67,0.50,0.45,0.19,0.45,1.44,0.50,0.45,0.19,0.45,1.44,571,682,899,0.84,0.63,3,26,2,2,0,0,0.00,0.00,0.00,0.00,1899.57,1899.57,0.00,1899.57,0.00,1899.57,1899.57,0.00,1899.57,0.00,2713.67,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,502,682,0.74,1,26,0,0,0,0,0.00,0.00,0.00,0.00,2713.67,2713.67,0.00,2713.67,0.00,2713.67,2713.67,0.00,2713.67,0.00,2713.67,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,85136.79,98006.79,98865.35,111735.35,115587.00,128457.00,114026.31,126896.31,114026.31,24105.60,51446.37,59599.17,0.00,48211.20,75551.97,83704.77,0.00,141111.00,59848.16,72718.16,2192.81,2440.31,0.21,0.45,0.52,0.00,0.42,0.66,0.73,0.00,0.50,0.50,0.70,0.70,1.00,1.00,0.47,0.47,0.72,0.72,1.03,1.03,0.56,0.48,0.71,1.00,0.48,0.71,1.00,0.48,0.71,1.00
EST,233,2015,857,857,1.00,300,246,288,1.22,1.00,50,15,0,0,1,0.00,0.00,0.00,0.00,1900.44,4045.44,4674.84,0.00,3800.88,5945.88,6575.28,0.00,0.00,12547.67,0.15,0.32,0.37,0.00,0.30,0.47,0.52,0.00,0.00,549,683,549,0.80,1.00,7,51,156,52,0,0,0.00,0.00,0.00,0.00,120.32,109.48,41.42,109.48,320.05,120.32,109.48,41.42,109.48,320.05,241.30,0.50,0.45,0.17,0.45,1.33,0.50,0.45,0.17,0.45,1.33,615,683,857,0.90,0.72,3,26,2,2,0,0,0.00,0.00,0.00,0.00,168.91,168.91,0.00,168.91,0.00,168.91,168.91,0.00,168.91,0.00,241.30,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,549,683,0.80,1,26,0,0,0,0,0.00,0.00,0.00,0.00,241.30,241.30,0.00,241.30,0.00,241.30,241.30,0.00,241.30,0.00,241.30,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,7585.51,9035.11,8821.71,10271.31,10327.43,11777.03,10247.12,11696.72,10247.12,1900.44,4045.44,4674.84,0.00,3800.88,5945.88,6575.28,0.00,12547.67,5308.36,6757.96,197.06,224.94,0.19,0.39,0.45,0.00,0.37,0.58,0.63,0.00,0.50,0.50,0.70,0.70,1.00,1.00,0.46,0.46,0.71,0.71,1.02,1.02,0.49,0.48,0.71,1.00,0.48,0.71,1.00,0.48,0.71,1.00
EST,233,2020,844,844,1.00,305,266,293,1.15,1.00,50,15,0,0,1,,,,,2659.56,5720.65,6573.13,0.00,5319.12,8380.21,9232.69,0.00,,16072.07,0.17,0.36,0.41,0.00,0.33,0.52,0.57,0.00,0.00,547,705,547,0.78,1.00,7,51,156,52,0,0,,,,,184.94,157.16,63.00,157.16,502.19,184.94,157.16,63.00,157.16,502.19,309.08,0.60,0.51,0.20,0.51,1.62,0.60,0.51,0.20,0.51,1.62,621,705,844,0.88,0.74,3,26,2,2,0,0,,,,,216.35,216.35,0.00,216.35,0.00,216.35,216.35,0.00,216.35,0.00,309.08,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,547,705,0.78,1,26,0,0,0,0,,,,,309.08,309.08,0.00,309.08,0.00,309.08,309.08,0.00,309.08,0.00,309.08,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,10794.98,13036.58,12026.15,14267.75,13769.01,16010.61,13666.15,15907.75,14098.15,2659.56,5720.65,6573.13,0.00,5319.12,8380.21,9232.69,0.00,16072.07,7525.97,9347.46,262.81,305.92,0.19,0.33,0.38,0.00,0.38,0.48,0.52,0.00,0.60,0.60,0.70,0.70,1.00,1.00,0.53,0.56,0.73,0.75,1.02,1.02,0.41,0.57,0.72,1.00,0.57,0.72,1.00,0.58,0.73,1.00
FIN,246,1930,0,2403,0.00,0,238,238,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17,1714,1512,0.01,0.01,7,9,26,25,0,0,0.83,0.17,0.00,0.17,70.00,24.20,2.42,24.20,24.20,70.00,24.20,2.42,24.20,24.20,305.76,0.23,0.08,0.01,0.08,0.08,0.23,0.08,0.01,0.08,0.08,0,1714,2403,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620,1714,0.36,3,52,0,0,0,0,0.00,0.00,1.00,0.23,150.00,150.00,24.00,150.00,150.00,180.00,180.00,30.00,180.00,180.00,305.76,0.50,0.50,0.08,0.50,0.49,0.59,0.59,0.10,0.59,0.59,7829.00,7988.00,7199.00,7358.00,11099.00,12038.00,14266.00,14425.00,14266.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7950.00,7199.00,7358.00,274.35,277.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.25,0.00,0.00,0.55,0.65,0.09,0.09,0.00,0.00,0.55,0.66,0.00,0.17,0.00,0.60,0.17,0.00,0.55,0.17,0.00,0.66
FIN,246,1933,0,2424,0.00,0,237,237,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17,1815,1320,0.01,0.01,7,9,26,25,0,0,0.40,0.60,0.00,0.42,70.00,24.20,2.42,24.20,24.20,70.00,24.20,2.42,24.20,24.20,215.04,0.33,0.11,0.01,0.11,0.11,0.33,0.11,0.01,0.11,0.11,0,1815,2424,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582,1815,0.32,3,52,0,0,0,0,0.00,0.00,1.00,0.32,107.04,107.04,24.00,107.04,150.00,142.74,142.74,30.00,142.74,180.00,214.08,0.50,0.50,0.11,0.50,0.70,0.67,0.67,0.14,0.67,0.84,5668.00,5830.00,5038.00,5200.00,7821.00,8911.00,10020.00,10180.00,10020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5566.00,5038.00,5200.00,192.69,195.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.00,0.56,0.73,0.13,0.13,0.00,0.00,0.56,0.75,0.00,0.24,0.00,0.65,0.24,0.00,0.56,0.24,0.00,0.74
FIN,246,1939,1900,2466,0.77,0,236,236,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17722.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,38,2017,936,0.02,0.04,7,9,26,25,0,0,0.72,0.28,0.00,0.11,84.00,29.10,9.69,29.10,54.50,84.00,29.10,9.69,29.10,72.70,340.80,0.25,0.09,0.03,0.09,0.16,0.25,0.09,0.03,0.09,0.21,0,2017,2466,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,773,2017,0.38,3,52,0,0,0,0,0.00,0.00,1.00,,147.00,147.00,42.00,147.00,175.00,189.00,189.00,56.00,189.00,210.00,340.80,0.43,0.43,0.12,0.43,0.51,0.56,0.56,0.16,0.56,0.62,8592.00,8827.00,7836.00,8071.00,11658.00,12985.00,15240.00,15375.00,15009.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8861.00,7836.00,8071.00,293.08,295.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.28,0.00,0.00,0.50,0.64,0.10,0.10,0.00,0.00,0.52,0.67,0.00,0.19,0.00,0.58,0.19,0.00,0.51,0.19,0.00,0.66
FIN,246,1947,2180,2520,0.87,0,259,259,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,143,1987,836,0.07,0.17,7,9,52,50,0,0,0.90,0.10,0.00,0.06,280.00,96.92,24.23,96.92,109.04,280.00,96.92,24.23,96.92,145.38,2535.18,0.11,0.04,0.01,0.04,0.04,0.11,0.04,0.01,0.04,0.06,0,1987,2520,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2535.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,826,1987,0.42,3,52,0,0,0,0,0.00,0.08,0.92,0.05,910.00,910.00,210.00,910.00,980.00,1225.00,1225.00,280.00,1225.00,1330.00,2535.18,0.36,0.36,0.08,0.36,0.39,0.48,0.48,0.11,0.48,0.53,59110.00,68173.00,56590.00,65653.00,80250.00,97503.00,98975.00,118141.00,110867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65915.00,56590.00,65653.00,1903.37,2271.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.00,0.00,0.48,0.54,0.06,0.05,0.00,0.00,0.56,0.61,0.00,0.09,0.00,0.55,0.10,0.00,0.52,0.09,0.00,0.57
FIN,246,1950,2240,2540,0.88,38,267,267,0.14,0.14,12,12,0,1,1,0.53,0.15,0.32,0.20,33324.00,39624.00,39624.00,40260.00,63924.00,76524.00,76524.00,77160.00,23232.00,243804.00,0.14,0.16,0.16,0.17,0.26,0.31,0.31,0.32,0.10,134,1976,1153,0.07,0.12,7,9,52,50,0,0,0.80,0.20,0.00,0.10,280.00,96.92,24.23,96.92,290.77,280.00,96.92,24.23,96.92,387.69,4688.60,0.06,0.02,0.01,0.02,0.06,0.06,0.02,0.01,0.02,0.08,0,1976,2540,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4688.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913,1976,0.46,3,52,0,0,0,0,0.00,0.00,1.00,0.05,1925.00,1925.00,770.00,1925.00,3080.00,2590.00,2590.00,1050.00,2590.00,4060.00,4688.60,0.41,0.41,0.16,0.41,0.66,0.55,0.55,0.22,0.55,0.87,103468.00,133296.00,100948.00,130776.00,150998.00,198116.00,190179.00,225182.00,201484.00,33324.00,39624.00,39624.00,40260.00,47184.00,76524.00,76524.00,77160.00,121904.00,100948.00,130776.00,3657.29,3984.27,0.18,0.21,0.21,0.21,0.23,0.38,0.38,0.38,0.08,0.07,0.00,0.00,0.53,0.65,0.03,0.03,0.00,0.00,0.56,0.71,0.29,0.05,0.00,0.61,0.05,0.00,0.54,0.05,0.00,0.68
FIN,246,1955,2400,2646,0.91,131,291,291,0.45,0.45,17,17,0,1,1,0.30,0.43,0.27,0.31,47184.00,54480.00,54480.00,55416.00,89424.00,104016.00,104016.00,104964.00,25896.00,376380.00,0.12,0.14,0.14,0.15,0.24,0.28,0.28,0.28,0.07,197,2002,1242,0.10,0.16,7,9,52,50,0,0,0.73,0.27,0.00,0.07,280.00,96.92,48.46,96.92,1090.38,280.00,96.92,48.46,96.92,1453.85,7238.00,0.04,0.01,0.01,0.01,0.15,0.04,0.01,0.01,0.01,0.20,0,2002,2646,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1104,2002,0.55,3,52,0,0,0,0,0.00,0.00,1.00,0.07,3080.00,3080.00,1225.00,3080.00,4935.00,4130.00,4130.00,1680.00,4130.00,6510.00,7238.00,0.43,0.43,0.17,0.43,0.68,0.57,0.57,0.23,0.57,0.90,160219.00,201789.00,157699.00,199269.00,237779.00,306649.00,301629.00,353587.00,308793.00,63924.00,54480.00,54480.00,55416.00,89424.00,104016.00,104016.00,104964.00,188188.00,157699.00,199269.00,5800.56,6245.90,0.21,0.18,0.18,0.18,0.29,0.34,0.34,0.34,0.05,0.04,0.00,0.00,0.53,0.66,0.02,0.02,0.00,0.00,0.56,0.70,0.26,0.03,0.00,0.61,0.03,0.00,0.54,0.03,0.00,0.68
FIN,246,1960,2764,2764,1.00,329,319,319,1.03,1.00,0,0,0,1,1,0.33,0.39,0.28,0.34,114000.00,114000.00,114000.00,114000.00,196320.00,196320.00,196320.00,196320.00,73200.00,487344.00,0.23,0.23,0.23,0.23,0.40,0.40,0.40,0.40,0.15,276,2027,1330,0.14,0.21,7,9,52,50,0,0,0.33,0.57,0.10,0.05,1820.00,630.00,218.00,630.00,1817.31,2450.00,848.08,290.80,848.08,2423.08,9372.00,0.19,0.07,0.02,0.07,0.19,0.26,0.09,0.03,0.09,0.26,0,2027,2764,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1330,2027,0.66,3,52,0,0,0,0,0.00,0.00,1.00,0.07,5623.20,5623.20,2334.00,5623.20,11666.67,7505.60,7505.60,3111.50,7505.60,15555.56,9372.00,0.60,0.60,0.25,0.60,1.25,0.80,0.80,0.33,0.80,1.66,223107.00,268388.00,206727.00,246338.00,352930.00,441484.00,390877.00,446997.00,404076.00,114000.00,114000.00,114000.00,114000.00,196320.00,196320.00,196320.00,196320.00,243672.00,206727.00,246338.00,7516.87,8042.25,0.29,0.29,0.29,0.29,0.49,0.49,0.49,0.49,0.24,0.30,0.00,0.00,0.75,0.93,0.09,0.11,0.00,0.00,0.79,0.97,0.39,0.19,0.00,0.86,0.17,0.00,0.77,0.21,0.00,0.95
FIN,246,1965,2968,2968,1.00,373,360,360,1.04,1.00,5,5,0,0,1,0.19,0.32,0.49,0.19,1836.00,3240.00,3240.00,0.00,3156.00,4560.00,4560.00,0.00,3264.00,7299.00,0.25,0.44,0.44,0.00,0.43,0.62,0.62,0.00,0.45,474,2098,1514,0.23,0.31,7,25,26,26,0,0,0.08,0.58,0.34,0.06,66.00,63.46,43.20,63.46,63.46,84.00,80.77,56.40,80.77,80.77,140.36,0.47,0.45,0.31,0.45,0.45,0.60,0.57,0.40,0.57,0.57,2753,2098,2968,1.00,0.93,16,50,0,0,0,0,0.52,0.14,0.34,0.06,60.36,60.36,24.00,60.36,135.00,81.49,81.49,32.40,81.49,182.25,140.36,0.43,0.43,0.17,0.43,0.96,0.58,0.58,0.23,0.58,1.30,1514,2098,0.72,3,52,0,0,0,0,0.00,0.00,1.00,0.08,84.22,84.22,29.17,84.22,145.83,112.29,112.29,38.89,112.29,194.44,140.36,0.60,0.60,0.21,0.60,1.04,0.80,0.80,0.28,0.80,1.39,4963.00,6111.00,4607.00,5780.00,5228.00,6581.00,5803.00,6609.00,5911.00,1836.00,3240.00,3240.00,,3156.00,4560.00,4560.00,,3649.00,3038.00,3661.00,111.60,119.29,0.32,0.56,0.56,,0.53,0.77,0.77,,0.59,0.70,0.54,0.68,0.75,0.94,0.70,0.83,0.57,0.72,0.79,0.99,0.66,0.71,0.63,0.87,0.64,0.55,0.77,0.77,0.70,0.97
FIN,246,1970,3051,3051,1.00,429,422,422,1.02,1.00,10,10,0,0,1,0.21,0.15,0.64,0.16,3156.00,4836.00,4836.00,0.00,5376.00,6696.00,6696.00,0.00,4764.00,10525.00,0.30,0.46,0.46,0.00,0.51,0.64,0.64,0.00,0.45,796,2120,1615,0.38,0.49,7,25,26,26,0,0,0.12,0.50,0.39,0.01,90.00,86.54,61.20,86.54,86.54,114.00,109.61,81.00,109.61,109.61,202.40,0.45,0.43,0.30,0.43,0.43,0.56,0.54,0.40,0.54,0.54,2902,2120,3051,1.00,0.95,0,50,0,0,0,0,0.51,0.00,0.49,0.06,202.40,89.86,42.95,89.86,241.60,202.40,118.61,56.65,118.61,318.85,202.40,1.00,0.44,0.21,0.44,1.19,1.00,0.59,0.28,0.59,1.57,1615,2120,0.76,3,52,0,0,0,0,0.00,0.01,0.98,0.03,202.40,124.55,61.03,124.55,0.00,202.40,163.48,80.09,163.48,0.00,202.40,1.00,0.61,0.30,0.61,0.00,1.00,0.81,0.40,0.81,0.00,6728.00,8333.00,6322.00,8005.00,7260.00,9218.00,7901.00,8950.00,8139.00,3156.00,4776.00,4776.00,,5376.00,6696.00,6696.00,,5262.00,4103.00,5008.00,151.94,162.50,0.40,0.60,0.60,,0.66,0.82,0.82,,0.59,0.70,1.00,1.00,1.33,1.25,0.69,0.84,0.58,0.76,0.83,1.07,0.71,0.71,0.84,1.00,0.64,0.79,1.00,0.77,0.88,1.00
FIN,246,1975,3132,3132,1.00,509,506,506,1.01,1.00,15,15,0,0,1,0.18,0.14,0.69,0.13,8004.00,12060.00,12060.00,0.00,13440.00,16032.00,16032.00,0.00,10224.00,24107.00,0.33,0.50,0.50,0.00,0.56,0.67,0.67,0.00,0.42,1269,2220,1836,0.57,0.69,7,40,26,26,0,0,0.12,0.54,0.34,0.01,155.00,155.00,105.00,155.00,155.00,210.00,210.00,140.00,210.00,210.00,463.60,0.33,0.33,0.23,0.33,0.33,0.45,0.45,0.30,0.45,0.45,2890,2220,3132,1.00,0.92,0,50,0,0,0,0,0.44,0.00,0.56,0.05,463.60,189.52,95.53,189.52,243.59,463.60,248.58,125.85,248.58,320.94,463.60,1.00,0.41,0.21,0.41,0.53,1.00,0.54,0.27,0.54,0.69,1836,2220,0.83,3,52,0,0,0,0,0.00,0.01,0.99,0.11,463.60,285.29,119.66,285.29,0.00,463.60,374.45,157.06,374.45,0.00,463.60,1.00,0.61,0.26,0.61,0.00,1.00,0.81,0.34,0.81,0.00,13076.00,16358.00,13689.00,17166.00,16278.00,20541.00,15957.00,19041.00,17423.00,8004.00,10577.00,10577.00,,13440.00,14649.00,14649.00,,12054.00,9046.00,10898.00,306.87,346.94,0.50,0.66,0.66,,0.77,0.84,0.84,,0.51,0.61,1.00,1.00,1.51,1.34,0.58,0.67,0.67,0.77,1.05,1.18,0.75,0.59,0.86,1.00,0.54,0.84,1.00,0.64,0.88,1.00
FIN,246,1980,3245,3245,1.00,610,576,576,1.06,1.00,20,20,0,0,1,0.14,0.14,0.72,0.13,13752.00,20208.00,20208.00,0.00,23040.00,27228.00,27228.00,0.00,26484.00,41059.00,0.34,0.49,0.49,0.00,0.56,0.66,0.66,0.00,0.65,1529,2348,2015,0.65,0.76,7,40,26,26,0,0,0.08,0.68,0.25,0.01,210.00,210.00,160.00,210.00,210.00,315.00,315.00,245.00,315.00,315.00,789.60,0.27,0.27,0.20,0.27,0.27,0.40,0.40,0.31,0.40,0.40,2917,2348,3245,1.00,0.90,0,50,0,0,0,0,0.39,0.00,0.61,0.06,789.60,251.04,131.81,251.04,251.04,789.60,328.29,171.65,328.29,328.29,789.60,1.00,0.32,0.17,0.32,0.32,1.00,0.42,0.22,0.42,0.42,2015,2348,0.86,3,52,0,0,0,0,0.00,0.01,0.99,0.02,789.60,485.91,203.42,485.91,0.00,789.60,637.75,266.98,637.75,0.00,789.60,1.00,0.61,0.26,0.61,0.00,1.00,0.81,0.34,0.81,0.00,21540.00,27622.00,22047.00,27488.00,28398.00,35856.00,28095.00,33215.00,29383.00,13752.00,18010.00,18010.00,,23040.00,25030.00,25030.00,,20530.00,16080.00,19337.00,540.29,590.31,0.49,0.64,0.64,,0.78,0.85,0.85,,0.39,0.53,1.00,1.00,1.46,1.34,0.45,0.60,0.50,0.59,1.03,1.19,0.75,0.49,0.77,1.00,0.42,0.75,1.00,0.57,0.79,1.00
FIN,246,1985,3339,3339,1.00,661,617,617,1.07,1.00,25,25,0,0,1,0.12,0.11,0.77,,20916.00,35590.00,35590.00,0.00,35284.00,53232.00,53232.00,0.00,32580.00,66768.00,0.31,0.53,0.53,0.00,0.53,0.80,0.80,0.00,0.49,1651,2592,2066,0.64,0.80,5,100,104,26,0,0,0.05,0.68,0.28,0.01,775.00,731.00,350.00,775.00,0.00,885.00,841.00,460.00,841.00,0.00,1284.00,0.60,0.57,0.27,0.60,0.00,0.69,0.66,0.36,0.66,0.00,2985,2592,3339,1.00,0.89,0,50,0,0,0,0,0.45,0.09,0.47,0.01,1284.00,1076.31,229.77,1076.31,0.00,1284.00,1140.73,296.29,1140.73,0.00,1284.00,1.00,0.84,0.18,0.84,0.00,1.00,0.89,0.23,0.89,0.00,2252,2592,0.87,3,52,0,0,0,0,0.00,0.00,1.00,,1284.00,1284.00,539.00,1284.00,0.00,1284.00,1284.00,539.00,1284.00,0.00,1284.00,1.00,1.00,0.42,1.00,0.00,1.00,1.00,0.42,1.00,0.00,36607.00,44390.00,40993.00,48226.00,43937.00,50327.00,43708.00,50132.00,45013.00,20916.00,30059.00,30059.00,,35284.00,50975.00,50975.00,,33384.00,25679.00,30841.00,840.54,880.50,0.48,0.69,0.69,,0.78,1.13,1.13,,0.60,0.69,1.00,1.00,1.00,1.00,0.61,0.70,0.85,0.90,1.01,1.01,0.91,0.65,0.94,1.00,0.60,0.92,1.00,0.70,0.95,1.00
FIN,246,1990,3356,3356,1.00,737,667,667,1.10,1.00,30,30,0,0,1,0.10,0.10,0.81,0.11,26568.00,49846.00,49846.00,0.00,44819.00,72255.00,72255.00,0.00,43134.00,99673.00,0.27,0.50,0.50,0.00,0.45,0.72,0.72,0.00,0.43,1741,2576,2098,0.68,0.83,5,100,104,26,0,0,0.03,0.65,0.32,,1124.00,1124.00,475.00,1124.00,0.00,1274.00,1274.00,625.00,1274.00,0.00,1917.00,0.59,0.59,0.25,0.59,0.00,0.67,0.67,0.33,0.67,0.00,2940,2576,3356,1.00,0.88,0,50,0,0,0,0,0.18,0.07,0.76,,1917.00,1607.38,335.59,1607.38,0.00,1917.00,1696.00,426.59,1696.00,0.00,1917.00,1.00,0.84,0.17,0.84,0.00,1.00,0.89,0.22,0.89,0.00,2254,2576,0.88,3,52,0,0,0,0,0.00,0.00,1.00,,1917.00,1917.00,733.00,1917.00,0.00,1917.00,1917.00,733.00,1917.00,0.00,1917.00,1.00,1.00,0.38,1.00,0.00,1.00,1.00,0.38,1.00,0.00,57746.00,75010.00,64833.00,81263.00,67335.00,83016.00,67335.00,83016.00,67335.00,26568.00,40874.00,40874.00,,44819.00,63283.00,63283.00,,49837.00,38698.00,49657.00,1294.90,1439.88,0.39,0.61,0.61,,0.67,0.94,0.94,,0.59,0.66,1.00,1.00,1.00,1.00,0.67,0.76,0.91,0.95,1.00,1.00,0.77,0.67,0.97,1.00,0.63,0.96,1.00,0.71,0.97,1.00
