country,countrynr,year,pnoinsur,popu1564,pcovratp,ptakeupn,popu65ab,popuabpa,pturat65,pturatpa,prefrper,pcontper,pinceil,pmeantst,presitst,pfininsr,pfinstat,pfinempr,pfinothr,pbenmins,pbenstws,pbenfuls,pbenmaxs,pbeminco,pbestwco,pbefulco,pbemaxco,pbeaverp,gapwyear,pratmins,pratstws,pratfuls,pratmaxs,prtminco,prtstwco,prtfulco,prtmaxco,prtaverp,unoinsur,ulabforc,employes,ucovratl,ucovrate,uwaiting,uduratio,urefrper,ucontper,uinceil,umeantst,ufininsr,ufinstat,ufinempr,ufinothr,ubestw1s,ubesw26s,ubenmins,ubenfuls,ubenmaxs,ubestw1f,ubesw26f,ubenminf,ubenfulf,ubenmaxf,ugapweek,urtstw1s,urtsw26s,uratmins,uratfuls,uratmaxs,urtstw1f,urtsw26f,uratminf,uratfulf,uratmaxf,snoinsur,slabforc,spop1564,scovratl,scovratp,swaiting,sduratio,srefrper,scontper,sinceil,smeantst,sfininsr,sfinstat,sfinempr,sfinothr,sbestw1s,sbesw26s,sbenmins,sbenfuls,sbenmaxs,sbestw1f,sbesw26f,sbenminf,sbenfulf,sbenmaxf,sgapweek,srtstw1s,srtsw26s,sratmins,sratfuls,sratmaxs,srtstw1f,srtsw26f,sratminf,sratfulf,sratmaxf,anoinsur,alabforc,acovratl,awaiting,aduratio,arefrper,acontper,ainceil,ameantst,afininsr,afinstat,afinempr,afinothr,abestw1s,abesw26s,abenmins,abenfuls,abenmaxs,abestw1f,abesw26f,abenminf,abenfulf,abenmaxf,agapweek,artstw1s,artsw26s,aratmins,aratfuls,aratmaxs,artstw1f,artsw26f,aratminf,aratfulf,aratmaxf,unmsinet,unmfanet,sicsinet,sicfanet,accsinet,accfanet,netapwsi,netapwfa,netapwco,pminnesi,pstwnesi,pfulnesi,pmaxnesi,pminneco,pstwneco,pfulneco,pmaxneco,gapw26wy,n26apwsi,n26apwfa,napweksi,napwekfa,pnermisi,pnerswsi,pnerfusi,pnermxsi,pnermico,pnerswco,pnerfuco,pnermxco,u1stners,u1stnerf,s1stners,s1stnerf,a1stners,a1stnerf,uzrr26si,uzrr26fa,szrr26si,szrr26fa,azrr26si,azrr26fa,px2indst,uz4ind,sz4ind,az4ind,uz2inds,sz2inds,az2inds,uz2indf,sz2indf,az2indf
NOR,578,2020,3496,3496,1.00,931,942,815,0.99,1.00,40,40,0,0,1,,,,,193188.00,291687.22,309180.00,424534.00,367174.00,439630.86,441008.46,572477.52,,569773.83,0.34,0.51,0.54,0.75,0.64,0.77,0.77,1.00,0.00,2605,2728,2605,0.95,1.00,3,104,52,52,0,0,,,,,6685.17,6685.17,1815.36,6685.17,7260.00,6855.17,6855.17,1985.36,6855.17,7430.00,10957.19,0.61,0.61,0.17,0.61,0.66,0.63,0.63,0.18,0.63,0.68,2728,2728,3496,1.00,0.78,0,52,4,4,0,0,,,,,10957.19,10957.19,969.74,10957.19,11634.62,10957.19,10957.19,969.74,10957.19,11634.62,10957.19,1.00,1.00,0.09,1.00,1.06,1.00,1.00,0.09,1.00,1.06,2605,2728,0.95,0,52,0,0,0,0,,,,,11078.94,10957.19,0.00,10957.19,11634.62,11078.94,10957.19,0.00,10957.19,11634.62,10957.19,1.01,1.00,0.00,1.00,1.06,1.01,1.00,0.00,1.00,1.06,344461.84,373857.36,417325.33,443821.33,417325.33,443821.33,417325.33,443821.33,417325.33,193188.00,291687.22,309180.00,424534.00,367174.00,439630.86,441008.46,572477.52,569773.83,230439.52,256935.52,8025.49,8535.03,0.43,0.62,0.65,0.86,0.75,0.88,0.88,1.12,0.61,0.63,1.00,1.00,1.01,1.01,0.61,0.63,1.00,1.00,1.00,1.00,0.75,0.62,1.00,1.00,0.61,1.00,1.00,0.63,1.00,1.00
POL,616,2005,14713,26836,0.55,5441,5040,5860,1.08,0.93,50,48,0,0,0,0.50,0.00,0.50,0.00,6570.96,15231.10,16624.01,35167.99,6570.96,15231.10,16624.01,35167.99,15672.00,25488.00,0.27,0.60,0.65,1.38,0.27,0.60,0.65,1.38,0.61,8787,17218,10480,0.50,0.84,7,26,78,52,0,1,,,,,116.35,116.35,93.08,139.62,139.62,116.35,116.35,93.08,139.62,139.62,490.15,0.24,0.24,0.19,0.28,0.28,0.24,0.24,0.19,0.28,0.28,13131,17161,26087,0.77,0.50,0,26,4,4,0,0,1.00,0.00,0.00,0.00,392.12,392.12,0.00,392.12,0.00,392.12,392.12,0.00,392.12,0.00,490.15,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,13170,17218,0.77,0,26,0,0,0,0,,,,,490.15,490.15,0.00,490.15,0.00,490.15,490.15,0.00,490.15,0.00,490.15,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,11050.00,12082.00,17322.00,18354.00,19304.00,19304.00,17390.00,18422.00,17390.00,5803.00,12753.00,14116.00,29270.00,5803.00,12753.00,14116.00,29270.00,12744.00,9077.00,10109.00,334.42,334.42,0.33,0.73,0.81,1.68,0.33,0.73,0.81,1.68,0.24,0.24,0.80,0.80,1.00,1.00,0.24,0.24,0.99,0.99,1.23,1.11,0.73,0.24,0.90,1.00,0.24,0.90,1.00,0.24,0.90,1.00
POL,616,2010,16192,27241,0.59,6353,5173,6378,1.23,1.00,50,48,0,0,0,0.50,0.00,0.50,0.00,8475.48,21620.13,23590.98,50204.80,8475.48,21620.13,23590.98,50204.80,21060.00,37854.00,0.22,0.57,0.62,1.33,0.22,0.57,0.62,1.33,0.56,9746,17660,11918,0.55,0.82,7,26,78,52,0,1,0.00,0.00,1.00,0.00,168.36,150.28,120.22,180.33,180.33,168.36,150.28,120.22,180.33,180.33,727.96,0.23,0.21,0.17,0.25,0.25,0.23,0.21,0.17,0.25,0.25,14656,17123,25842,0.86,0.57,0,26,4,4,0,0,1.00,0.00,0.00,0.00,582.37,582.37,0.00,582.37,0.00,582.37,582.37,0.00,582.37,0.00,727.96,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,15141,17660,0.86,0,26,0,0,0,0,0.00,0.00,1.00,0.00,727.96,727.96,0.00,727.96,0.00,727.96,727.96,0.00,727.96,0.00,727.60,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,17205.00,21337.00,26925.00,29150.00,29824.00,32049.00,27729.00,29953.00,27729.00,7956.00,18571.00,20162.00,41653.00,7956.00,18571.00,20162.00,41653.00,18927.00,14541.00,18673.00,533.25,576.02,0.29,0.67,0.73,1.50,0.29,0.67,0.73,1.50,0.23,0.23,0.80,0.80,1.00,1.00,0.20,0.24,0.94,0.93,1.16,1.19,0.67,0.23,0.87,1.00,0.22,0.87,1.00,0.23,0.86,1.00
POL,616,2015,16196,26728,0.61,6253,5969,7412,1.05,0.84,50,25,0,0,0,0.00,0.00,0.00,0.00,10565.40,28668.00,32763.42,0.00,10565.40,28668.00,32763.42,0.00,8760.00,46560.42,0.23,0.62,0.70,0.00,0.23,0.62,0.70,0.00,0.00,9823,17388,12525,0.56,0.78,7,26,78,52,0,0,0.00,0.00,0.00,0.00,191.94,171.20,136.96,205.44,205.44,191.94,171.20,136.96,205.44,205.44,895.39,0.21,0.19,0.15,0.23,0.23,0.21,0.19,0.15,0.23,0.23,14830,17388,26728,0.85,0.55,0,26,4,4,0,0,0.00,0.00,0.00,0.00,716.31,716.31,0.00,716.31,0.00,716.31,716.31,0.00,716.31,0.00,895.39,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,15608,17388,0.90,0,26,0,0,0,0,0.00,0.00,0.00,0.00,895.39,895.39,0.00,895.39,0.00,895.39,895.39,0.00,895.39,0.00,895.39,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,21131.46,26107.56,33820.57,36600.67,34938.69,37718.79,34938.69,37718.79,35494.71,10565.40,28668.00,32763.42,0.00,10565.40,28668.00,32763.42,0.00,46560.42,17867.51,22843.61,671.90,725.36,0.27,0.71,0.80,0.00,0.29,0.71,0.81,0.00,0.21,0.21,0.80,0.80,1.00,1.00,0.19,0.22,0.93,0.92,1.00,1.00,0.71,0.21,0.86,1.00,0.20,0.87,1.00,0.22,0.86,1.00
POL,616,2020,16954,25412,0.67,7090,7058,8499,1.00,0.83,50,25,0,0,0,,,,,14400.00,34920.00,39908.57,0.00,14400.00,34920.00,39908.57,0.00,,62088.26,0.23,0.56,0.64,0.00,0.23,0.56,0.64,0.00,0.00,10678,16978,12828,0.63,0.83,7,26,78,52,0,0,,,,,203.53,181.53,145.23,217.84,217.84,203.53,181.53,145.23,217.84,217.84,1194.01,0.17,0.15,0.12,0.18,0.18,0.17,0.15,0.12,0.18,0.18,16021,16978,25412,0.94,0.63,0,26,4,4,0,0,,,,,955.20,955.20,0.00,955.20,0.00,955.20,955.20,0.00,955.20,0.00,1194.01,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,16083,16978,0.95,0,26,0,0,0,0,,,,,1194.01,1194.01,0.00,1194.01,0.00,1194.01,1194.01,0.00,1194.01,0.00,1194.01,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,27569.20,44004.70,45555.10,60604.30,47099.69,62148.89,47099.69,62148.89,47099.69,14400.00,34920.00,39908.57,0.00,14400.00,34920.00,39908.57,0.00,62088.26,24067.40,40126.17,905.76,1195.17,0.28,0.65,0.74,0.00,0.28,0.65,0.74,0.00,0.17,0.17,0.80,0.80,1.00,1.00,0.15,0.18,0.93,0.93,1.00,1.00,0.65,0.17,0.87,1.00,0.16,0.87,1.00,0.17,0.86,1.00
POR,620,1980,3733,6094,0.61,1040,1085,1222,0.96,0.85,5,5,0,0,0,,,,,58500.00,128209.18,128209.18,0.00,84141.84,153851.02,153851.02,0.00,0.00,176366.12,0.33,0.73,0.73,0.00,0.48,0.87,0.87,0.00,,0,0,0,0.00,0.00,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3391.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3733,4303,6094,0.87,0.61,3,156,26,26,,,,,,,2034.99,2034.99,0.00,2034.99,0.00,2034.99,2034.99,0.00,2034.99,0.00,3391.66,0.60,0.60,0.00,0.60,0.00,0.60,0.60,0.00,0.60,0.00,3733,4303,0.87,0,520,0,0,0,0,,,,,1776.58,2242.47,0.00,2242.47,0.00,1776.58,2242.47,0.00,2242.47,0.00,3391.66,0.52,0.66,0.00,0.66,0.00,0.52,0.66,0.00,0.66,0.00,0.00,0.00,130951.84,138169.20,136346.19,143563.54,148115.96,156246.72,149029.37,58500.00,128209.18,128209.18,0.00,84141.84,153851.02,153851.02,0.00,88183.06,78042.01,85259.36,2848.38,2865.95,0.39,0.87,0.87,0.00,0.56,1.03,1.03,0.00,0.00,0.00,0.71,0.71,0.62,0.62,0.00,0.00,0.76,0.75,0.83,0.82,0.95,0.00,0.73,0.72,0.00,0.73,0.73,0.00,0.73,0.72
POR,620,1985,3528,6447,0.55,1161,1176,1333,0.99,0.87,10,10,0,0,0,,,,,71500.00,384642.09,399628.14,1827800.00,92950.00,406092.09,421078.14,1849250.00,0.00,433700.43,0.16,0.89,0.92,4.21,0.21,0.94,0.97,4.26,,3528,4546,3901,0.78,0.90,0,95,156,156,,,,,,,5168.42,5168.42,5168.42,5168.42,15505.25,5168.42,5168.42,5168.42,5168.42,15505.25,8340.39,0.62,0.62,0.62,0.62,1.86,0.62,0.62,0.62,0.62,1.86,3528,4546,6447,0.78,0.55,3,156,26,26,,,,,,,5004.24,5004.24,0.00,5004.24,0.00,5004.24,5004.24,0.00,5004.24,0.00,8340.39,0.60,0.60,0.00,0.60,0.00,0.60,0.60,0.00,0.60,0.00,3528,4546,0.78,0,520,0,0,0,0,,,,,4368.78,5514.44,0.00,5514.44,0.00,4368.78,5514.44,0.00,5514.44,0.00,8340.39,0.52,0.66,0.00,0.66,0.00,0.52,0.66,0.00,0.66,0.00,326291.29,342131.29,322022.57,337862.57,335287.77,351127.77,354308.32,373642.86,357802.86,71500.00,384642.09,399628.14,1827800.00,92950.00,406092.09,421078.14,1849250.00,216850.22,191912.44,207752.44,6813.62,6880.82,0.20,1.09,1.13,5.16,0.26,1.13,1.18,5.17,0.76,0.75,0.73,0.73,0.64,0.63,0.83,0.81,0.80,0.78,0.88,0.86,1.11,0.79,0.76,0.76,0.79,0.77,0.76,0.78,0.76,0.75
POR,620,1990,4109,6593,0.62,1383,1322,1493,1.05,0.93,10,10,0,0,0,,,,,238000.00,664650.67,690546.15,0.00,276500.00,703150.67,729046.15,0.00,0.00,890258.15,0.27,0.75,0.78,0.00,0.31,0.79,0.82,0.00,,4109,4887,3334,0.84,1.00,0,64,108,108,0,0,,,,,11128.23,11128.23,9419.68,11128.23,28259.05,11128.23,11128.23,9419.68,11128.23,28259.05,17120.35,0.65,0.65,0.55,0.65,1.65,0.65,0.65,0.55,0.65,1.65,4109,4546,6593,0.90,0.62,3,156,26,26,0,0,,,,,11128.23,11128.23,2825.91,11128.23,0.00,11128.23,11128.23,2825.91,11128.23,0.00,17120.35,0.65,0.65,0.17,0.65,0.00,0.65,0.65,0.17,0.65,0.00,0,0,0.84,0,520,0,0,0,0,,,,,8967.80,11319.50,0.00,11319.50,0.00,8967.80,11319.50,0.00,11319.50,0.00,17120.35,0.52,0.66,0.00,0.66,0.00,0.52,0.66,0.00,0.66,0.00,683571.54,722698.77,683571.54,722698.77,688544.60,727671.83,718878.12,791078.12,729878.12,238000.00,664650.67,690546.15,0.00,276500.00,703150.67,729046.15,0.00,445129.07,394237.65,433364.87,13824.58,14497.66,0.33,0.92,0.96,0.00,0.38,0.96,1.00,0.00,0.80,0.77,0.80,0.77,0.65,0.62,0.89,0.81,0.89,0.81,0.91,0.82,0.94,0.82,0.82,0.75,0.85,0.85,0.78,0.79,0.79,0.72
POR,620,1995,4192,6747,0.62,1513,1475,1475,1.03,1.00,40,15,0,0,0,,,,,386400.00,857901.27,980458.59,0.00,386400.00,857901.27,980458.59,0.00,0.00,1306025.50,0.30,0.66,0.75,0.00,0.30,0.66,0.75,0.00,,4192,4754,3183,0.88,1.00,0,64,108,108,0,0,,,,,16325.32,16325.32,14001.35,16325.32,42004.06,16325.32,16325.32,14001.35,16325.32,42004.06,25115.88,0.65,0.65,0.56,0.65,1.67,0.65,0.65,0.56,0.65,1.67,4192,4754,6747,0.88,0.62,3,156,26,26,0,0,,,,,16325.32,16325.32,4200.41,16325.32,0.00,16325.32,16325.32,4200.41,16325.32,0.00,25115.88,0.65,0.65,0.17,0.65,0.00,0.65,0.65,0.17,0.65,0.00,4192,4754,0.88,0,520,0,0,0,0,,,,,13302.11,16790.43,0.00,16790.43,0.00,13302.11,16790.43,0.00,16790.43,0.00,25115.88,0.53,0.67,0.00,0.67,0.00,0.53,0.67,0.00,0.67,0.00,1003356.50,1067559.70,1003356.50,1067559.70,1015449.30,1079652.50,1064458.90,1177778.90,1080858.90,386400.00,857901.27,980458.59,0.00,386400.00,857901.27,980458.59,0.00,653012.77,578898.19,643101.36,20470.36,21458.83,0.36,0.81,0.92,0.00,0.36,0.79,0.91,0.00,0.80,0.76,0.80,0.76,0.65,0.62,0.87,0.79,0.87,0.79,0.90,0.82,0.80,0.81,0.81,0.75,0.84,0.84,0.77,0.78,0.78,0.72
POR,620,2000,4369,6905,0.63,1585,1635,1635,0.97,0.97,40,15,0,0,0,,,,,2380.00,5214.07,5958.94,0.00,2380.00,5214.07,5958.94,0.00,0.00,7924.80,0.30,0.66,0.75,0.00,0.30,0.66,0.75,0.00,,4369,5226,3650,0.84,1.00,0,78,108,108,0,0,,,,,99.06,99.06,85.67,99.06,257.01,99.06,99.06,85.67,99.06,257.01,152.40,0.65,0.65,0.56,0.65,1.69,0.65,0.65,0.56,0.65,1.69,4369,5226,6905,0.84,0.63,3,156,26,26,0,0,,,,,99.06,99.06,25.70,99.06,0.00,99.06,99.06,25.70,99.06,0.00,152.40,0.65,0.65,0.17,0.65,0.00,0.65,0.65,0.17,0.65,0.00,4369,5226,0.84,0,520,0,0,0,0,,,,,106.68,106.68,0.00,106.68,0.00,106.68,106.68,0.00,106.68,0.00,152.40,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,6102.10,6662.35,6102.10,6662.35,6300.22,6860.47,6496.35,7178.96,6592.02,2380.00,5214.07,5958.94,0.00,2380.00,5214.07,5958.94,0.00,3962.40,3526.54,4086.79,124.93,130.67,0.37,0.80,0.92,0.00,0.36,0.79,0.90,0.00,0.79,0.76,0.79,0.76,0.85,0.82,0.87,0.79,0.87,0.79,0.93,0.85,0.80,0.80,0.80,0.86,0.83,0.83,0.89,0.77,0.77,0.83
POR,620,2005,4291,7091,0.61,1796,1791,1791,1.00,1.00,40,15,0,0,0,,,,,3035.06,7352.03,8402.32,0.00,3035.06,7352.03,8402.32,0.00,0.00,9817.60,0.31,0.75,0.86,0.00,0.31,0.75,0.86,0.00,,4291,5545,3814,0.77,1.00,0,78,52,39,0,0,,,,,122.72,122.72,86.47,122.72,259.41,122.72,122.72,86.47,122.72,259.41,188.80,0.65,0.65,0.46,0.65,1.37,0.65,0.65,0.46,0.65,1.37,4291,5545,7091,0.77,0.61,3,156,26,26,0,0,,,,,122.72,127.49,25.94,127.49,0.00,122.72,127.49,25.94,127.49,0.00,188.80,0.65,0.68,0.14,0.68,0.00,0.65,0.68,0.14,0.68,0.00,4291,5545,0.77,0,520,0,0,0,0,,,,,133.63,133.63,0.00,133.63,0.00,133.63,133.63,0.00,133.63,0.00,188.80,0.71,0.71,0.00,0.71,0.00,0.71,0.71,0.00,0.71,0.00,7743.40,8358.52,7867.42,8482.54,8027.06,8642.18,8215.83,9336.32,8421.44,3035.06,7352.03,8402.32,0.00,3035.06,7352.03,8402.32,0.00,4908.80,4552.68,5321.43,158.00,167.72,0.37,0.89,1.02,0.00,0.36,0.87,1.00,0.00,0.78,0.73,0.78,0.73,0.85,0.80,0.87,0.73,0.90,0.76,0.95,0.80,0.88,0.78,0.79,0.85,0.82,0.84,0.90,0.73,0.75,0.80
POR,620,2010,4249,7120,0.60,1980,1901,1901,1.04,1.00,40,15,0,0,0,,,,,3406.41,8653.29,9889.48,0.00,3406.41,8653.29,9889.48,0.00,0.00,11398.40,0.30,0.76,0.87,0.00,0.30,0.76,0.87,0.00,,4249,5581,3845,0.76,1.00,0,78,104,64,0,0,,,,,142.48,142.48,96.74,142.48,290.23,142.48,142.48,96.74,142.48,290.23,219.20,0.65,0.65,0.44,0.65,1.32,0.65,0.65,0.44,0.65,1.32,4249,5581,7120,0.76,0.60,3,156,26,26,0,0,,,,,142.48,148.02,29.02,148.02,0.00,142.48,148.02,29.02,148.02,0.00,219.20,0.65,0.68,0.13,0.68,0.00,0.65,0.68,0.13,0.68,0.00,4249,5581,0.76,0,520,0,0,0,0,,,,,153.44,153.44,0.00,153.44,0.00,153.44,153.44,0.00,153.44,0.00,219.20,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,8776.77,10117.28,8920.81,10261.32,9061.73,10402.24,9546.80,11485.09,9868.43,3406.41,8621.00,9720.00,0.00,3406.41,8621.00,9720.00,0.00,5699.20,5072.29,6688.45,183.59,195.09,0.36,0.90,1.02,0.00,0.35,0.87,0.98,0.00,0.78,0.73,0.78,0.73,0.84,0.79,0.83,0.68,0.86,0.70,0.89,0.73,0.89,0.75,0.77,0.81,0.80,0.82,0.86,0.70,0.72,0.76
POR,620,2015,4041,6743,0.60,2104,2141,2015,0.98,1.00,40,15,0,0,0,,,,,3667.00,9335.88,10685.92,0.00,3667.00,9335.88,10685.92,0.00,0.00,12480.00,0.29,0.75,0.86,0.00,0.29,0.75,0.86,0.00,,4041,5195,3641,0.78,1.00,0,69,104,52,0,0,,,,,156.00,156.00,96.74,156.00,241.86,156.00,156.00,96.74,156.00,241.86,240.00,0.65,0.65,0.40,0.65,1.01,0.65,0.65,0.40,0.65,1.01,4041,5195,6743,0.78,0.60,3,156,26,26,0,0,,,,,132.00,154.15,29.02,154.15,0.00,132.00,154.15,29.02,154.15,0.00,240.00,0.55,0.64,0.12,0.64,0.00,0.55,0.64,0.12,0.64,0.00,4041,5195,0.78,0,520,0,0,0,0,,,,,168.00,168.00,0.00,168.00,0.00,168.00,168.00,0.00,168.00,0.00,240.00,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,8704.80,10559.80,8656.70,10511.70,9016.80,10871.80,9700.20,11747.23,9892.68,3667.00,8577.26,9731.54,0.00,3667.00,8577.26,9731.54,0.00,6240.00,4648.80,6725.83,186.54,205.14,0.38,0.88,1.00,0.00,0.37,0.87,0.98,0.00,0.84,0.76,0.71,0.64,0.90,0.82,0.80,0.73,0.79,0.72,0.86,0.79,0.88,0.78,0.72,0.84,0.82,0.75,0.88,0.75,0.68,0.80
POR,620,2020,4743,6613,0.72,2159188,2309648,0,0.93,1.00,40,15,0,0,0,,,,,3854.20,9775.77,10885.36,0.00,3854.20,9775.77,10885.36,0.00,,14808.02,0.26,0.66,0.74,0.00,0.26,0.66,0.74,0.00,0.00,4743,5165,4011,0.92,1.18,0,77,104,51,0,0,,,,,185.10,185.10,101.26,185.10,253.16,185.10,185.10,101.26,185.10,253.16,284.77,0.65,0.65,0.36,0.65,0.89,0.65,0.65,0.36,0.65,0.89,4743,5165,6613,0.92,0.72,3,156,26,26,0,0,,,,,156.62,180.22,30.30,180.22,0.00,156.62,180.22,30.30,180.22,0.00,284.77,0.55,0.63,0.11,0.63,0.00,0.55,0.63,0.11,0.63,0.00,4743,5165,0.92,0,520,0,0,0,0,,,,,199.34,199.34,0.00,199.34,0.00,199.34,199.34,0.00,199.34,0.00,284.77,0.70,0.70,0.00,0.70,0.00,0.70,0.70,0.00,0.70,0.00,10923.67,15897.62,10796.89,15770.83,11293.87,16267.82,11321.73,17448.50,12582.18,3854.20,9775.77,10885.36,0.00,3854.20,9775.77,10885.36,0.00,14808.02,6111.07,11085.01,217.73,335.55,0.34,0.86,0.96,0.00,0.31,0.78,0.87,0.00,0.85,0.55,0.72,0.47,0.92,0.59,0.92,0.76,0.90,0.74,0.99,0.81,0.82,0.77,0.71,0.83,0.89,0.81,0.96,0.65,0.60,0.70
ROU,642,2005,5072,14620,0.35,3146,3026,4165,1.04,0.76,50,31,0,0,0,,,,,0.00,3129.31,3129.31,0.00,0.00,3129.31,3129.31,0.00,4080.00,9948.00,0.00,0.32,0.32,0.00,0.00,0.32,0.32,0.00,0.41,4559,9819,4559,0.46,1.00,0,52,104,52,0,0,,,,,67.05,67.05,53.65,72.78,0.00,67.05,67.05,53.65,72.78,0.00,191.31,0.35,0.35,0.28,0.38,0.00,0.35,0.35,0.28,0.38,0.00,9819,9819,15047,1.00,0.65,0,26,52,26,0,0,,,,,143.48,143.48,0.00,143.48,0.00,143.48,143.48,0.00,143.48,0.00,191.31,0.75,0.75,0.00,0.75,0.00,0.75,0.75,0.00,0.75,0.00,4559,9819,0.46,0,26,0,0,0,0,,,,,153.05,153.05,0.00,153.05,0.00,153.05,153.05,0.00,153.05,0.00,191.31,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,5691.00,6795.00,7324.00,8009.00,7291.00,8515.00,7416.00,8640.00,7656.00,0.00,3129.00,3129.00,0.00,0.00,3129.00,3129.00,0.00,4974.00,3948.00,5052.00,142.62,156.46,0.00,0.42,0.42,0.00,0.00,0.41,0.41,0.00,0.47,0.43,1.01,0.92,0.80,0.80,0.50,0.43,0.97,0.74,0.96,0.97,0.42,0.46,0.91,0.88,0.49,0.99,0.88,0.43,0.83,0.88
ROU,642,2010,4746,13814,0.34,3309,3275,4430,1.01,0.75,50,33,0,0,0,,,,,4200.00,7684.22,7684.22,0.00,4200.00,7684.22,7684.22,0.00,,20413.00,0.21,0.38,0.38,0.00,0.21,0.38,0.38,0.00,,4238,9965,4238,0.42,1.00,0,52,104,52,0,0,,,,,131.33,131.33,103.85,143.10,0.00,131.33,131.33,103.85,143.10,0.00,392.56,0.34,0.34,0.27,0.36,0.00,0.34,0.34,0.27,0.36,0.00,9965,9965,15004,1.00,0.66,0,26,52,4,0,0,,,,,294.42,294.42,0.00,294.42,1246.15,294.42,294.42,0.00,294.42,1246.15,329.56,0.75,0.75,0.00,0.75,3.17,0.75,0.75,0.00,0.75,3.17,4238,9965,0.42,0,26,0,0,0,0,,,,,314.05,314.05,0.00,314.05,0.00,314.05,314.05,0.00,314.05,0.00,329.56,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,11053.00,15397.00,14619.00,18963.00,14370.00,18523.00,14629.00,18721.00,14785.00,4200.00,7684.00,7684.00,0.00,4200.00,7684.00,7684.00,0.00,10207.00,7639.00,11983.00,281.33,290.33,0.29,0.53,0.53,0.00,0.28,0.52,0.52,0.00,0.47,0.45,1.05,1.01,0.80,0.80,0.49,0.51,1.00,1.04,0.96,0.97,0.52,0.48,1.00,0.88,0.48,1.00,0.88,0.48,1.00,0.89
ROU,642,2015,6556,13414,0.49,3415,3376,4090,1.01,0.84,50,35,0,0,0,0.00,0.00,0.00,0.00,4800.00,9576.76,12312.97,0.00,4800.00,9576.76,12312.97,0.00,0.00,28744.00,0.17,0.33,0.43,0.00,0.17,0.33,0.43,0.00,0.00,4552,8858,4552,0.51,1.00,0,52,104,52,0,0,0.00,0.00,0.00,0.00,122.26,122.26,82.60,149.03,0.00,122.26,122.26,82.60,149.03,0.00,552.77,0.22,0.22,0.15,0.27,0.00,0.22,0.22,0.15,0.27,0.00,8858,8858,13414,1.00,0.66,0,26,52,4,0,0,0.00,0.00,0.00,0.00,414.58,414.58,0.00,414.58,2180.77,414.58,414.58,0.00,414.58,2180.77,552.77,0.75,0.75,0.00,0.75,3.95,0.75,0.75,0.00,0.75,3.95,4552,8858,0.51,0,26,0,0,0,0,0.00,0.00,0.00,0.00,442.22,442.22,0.00,442.22,0.00,442.22,442.22,0.00,442.22,0.00,552.77,0.80,0.80,0.00,0.80,0.00,0.80,0.80,0.00,0.80,0.00,13837.98,19565.05,21438.33,27165.40,20317.31,26044.38,21582.04,25164.19,21640.09,4800.00,9576.76,12312.97,0.00,4800.00,9576.76,12312.97,0.00,28744.00,10659.33,16386.40,415.04,483.93,0.27,0.49,0.62,0.05,0.28,0.50,0.63,0.06,0.29,0.25,1.00,0.86,0.80,0.80,0.29,0.36,0.99,1.23,0.88,1.10,0.50,0.30,1.00,0.90,0.29,0.99,0.84,0.31,1.00,0.95
