"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2018",2223.65,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2018",1608.25,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2018",1648.38,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2018",2691.57,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2018",1946.66,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2018",1842.37,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2018",3008.31,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2018",2175.75,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2018",1599.39,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2018",2611.56,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2018",1888.8,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2018",1850.18,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2018",3021.08,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2018",2184.98,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2018",1440.26,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2018",2351.74,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2018",1700.88,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2018",1201.47,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2018",1961.82,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2018",1418.88,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2018",1451.37,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2018",2369.88,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2018",1714,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2017",1482.83,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2017",2444.8,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2017",1675.13,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2017",1089.85,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2017",1796.88,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2017",1231.18,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2017",1493.95,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2017",2463.13,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2017",1687.69,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2017",1674.76,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2017",2761.25,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2017",1891.95,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2017",1332.08,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2017",2196.25,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2017",1504.82,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2017",1682.35,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2017",2773.75,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2017",1900.51,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2017",1299.89,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2017",2143.18,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2017",1468.46,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2017",938.86,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2017",1547.93,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2017",1060.61,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2017",1312.25,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2017",2163.56,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2017",1482.42,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2016",1471.64,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2016",2478.92,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2016",1628.96,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2016",1310.18,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2016",2206.94,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2016",1450.24,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2016",1475.49,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2016",2485.41,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2016",1633.23,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2016",1714.11,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2016",2887.34,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2016",1897.35,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2016",1447.68,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2016",2438.55,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2016",1602.44,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2016",1719.89,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2016",2897.09,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2016",1903.75,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2016",1239.16,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2016",2087.32,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2016",1371.63,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2016",1199.39,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2016",2020.33,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2016",1327.61,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2016",1240.19,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2016",2089.05,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2016",1372.78,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2015",1429.97,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2015",2370.61,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2015",1586.57,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2015",1175.31,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2015",1948.44,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2015",1304.02,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2015",1436.62,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2015",2381.64,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2015",1593.95,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2015",1653.32,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2015",2740.89,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2015",1834.38,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2015",1443.95,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2015",2393.79,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2015",1602.08,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2015",1658.59,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2015",2749.63,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
