"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2014",5366.38,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2014",5514.38,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2014",7129.24,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2014",4963.11,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2014",5099.98,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2014",6593.49,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2014",5380,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2014",5528.38,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2014",7147.33,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2014",4148.75,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2014",4263.17,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2014",5511.62,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2014",4197.51,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2014",4313.27,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2014",5576.39,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2014",4146.37,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2014",4260.72,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2014",5508.46,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2013",4771.52,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2013",4946.06,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2013",6337.14,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2013",3894.96,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2013",4037.44,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2013",5172.97,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2013",4806.15,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2013",4981.96,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2013",6383.14,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2013",5374.04,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2013",5570.62,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2013",7137.36,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2013",4188.83,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2013",4342.06,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2013",5563.27,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2013",5414.23,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2013",5612.28,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2013",7190.74,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2013",4002,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2013",4148.39,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2013",5315.13,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2013",3619.35,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2013",3751.75,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2013",4806.93,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2013",4019.89,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2013",4166.93,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2013",5338.88,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2022",1619.13,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2022",2720.2,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2022",1705.02,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2022",1104.77,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2022",1856.06,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2022",1163.38,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2022",1628.4,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2022",2735.77,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2022",1714.78,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2022",1820.28,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2022",3058.14,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2022",1916.85,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2022",1244.05,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2022",2090.04,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2022",1310.04,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2022",1830.29,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2022",3074.96,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2022",1927.39,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2022",1433.24,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2022",2407.9,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2022",1509.27,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: Local currency","2022",984.57,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2022",1654.11,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2022",1036.8,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: Local currency","2022",1441.6,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2022",2421.94,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2022",1518.07,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: Local currency","2021",1573.22,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: 2017 PPP $","2021",2691.9,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","Currency: U.S. dollars","2021",1860.72,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: Local currency","2021",1265.62,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2021",2165.57,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2021",1496.9,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: Local currency","2021",1577.87,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2021",2699.84,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2021",1866.21,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: Local currency","2021",1750.74,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: 2017 PPP $","2021",2995.63,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","Currency: U.S. dollars","2021",2070.67,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: Local currency","2021",1406.54,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: 2017 PPP $","2021",2406.69,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","Currency: U.S. dollars","2021",1663.58,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: Local currency","2021",1755.03,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: 2017 PPP $","2021",3002.98,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","Currency: U.S. dollars","2021",2075.75,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: Local currency","2021",1407.71,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: 2017 PPP $","2021",2408.69,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","Average monthly earnings of employees by sex and disability status","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","Currency: U.S. dollars","2021",1664.96,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
